file_name,comment_text,stance_label
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Most parents didn’t face any difficulty during the admission process.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"In this context, the availability of computers in the schools, the knowledge of the students in usage of computers and the use of computers by the students have been probed during the course of the study while interacting with the girls.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Though no specific data was collected for retention rate of EWS/DG categories of students at the primary and upper primary level of school education, Development and Research Services Pvt.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Besides the opinions of the teaching staff, non-teaching staff and the students have been thoroughly analysed and the results are presented.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,About 20 percent of the girls are not following the daily time table of activities.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"(xvi) The state has said it has a special curriculum for training of teachers and it has trained its teacher wardens etc, during the past three years.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Teachers/staff employed in KGBVs had low job satisfaction vis-à-vis their salaries.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Per child expenditure is auto calculated on the basis of total recurring expenditure incurred as per the audit report, divided by total number of children enrolled in the school.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,68 percent were satisfied with audio video facilities.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,It therefore seems unlikely that this would be considered a living wage.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",In urban area it increased from lowest of 984 in 2016 to highest of 1105 in 2017 registering an increase of about 12%.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The students belonging to General Category shows slightly higher performance than the other category students.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The School can check the details of the students/applicants allotted through computerized draw of lots on departmental website i.e.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,More than three fourth of the students have said that good light is available in the class rooms All the students currently studying have affirmed that there is good ventilation in their class rooms.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However a very small number of students who have joined in the year 2014 and 2015 were also found in the school.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Praveena Garg Teacher, KGBV Aburoad , Sirohi 9414808034 Mrs.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Their children never faced any problem in school.,Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,25 percent have said that it is just good and the rest about 8 percent have said it needs improvement.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Committees should be formed with parents.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In half of the six selected KGBVs the condition of health of the girls was said to be very good and in the rest the same was normal.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," To examine student retention, drop-outs, learning achievement, social experience (presence/ absence of discrimination or biases).",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",At entry level their enrolment declined from highest of 952 in 2015 to lowest of 880 in 2018 registering a decrease of about 8% in rural area.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The state is also running some other institutions similar to KGBV and they are run by Shram Vibhag and Samaj Kalyan Vibhag.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"in the case of furnitures, provision of good light and protection from rain water entering the schools much improvement has to take place.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", There has been slight decrease in the student enrolment in Govt.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Urban area Un-like in rural area, in urban area enrolment under section 12(1) (C) of RTE Act 2009at entry class was dominated by girls over boys by 10-26 percentage points every year from 2015-2018.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The report further states that the Model III have essentially used the KGBV scheme as a hostel with some supplementary tuition being imparted through tutors in the KGBV.,Neutral
SSG-2022-report.pdf,Quality Control At least 1000+ Assessors participated in data collection and they were monitored very closely.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Additionally, the report also includes an Executive Summary that synthesizes key points and provides a thorough overview of the overall content.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",This helpdesk shall provide all assistance and guidance to parents.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,36 Use of Class rooms for more than one class One of the basic requirements for the education of the children under the scheme is required number of class rooms for conducting different classes.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"As part of linkages with NRHM, under school visit programme, bi-annual health check-up of girls is done and Joint initiative on developing IEC materials for girls on MHM is done.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",39 Reimbursement:  Most of the schools are facing some problem in receiving reimbursement funds.,Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,One third of the KGBV buildings need some minor repair.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is seen all but one of the 12 teachers interviewed (>91%) have said that the parents do cooperate to improve the performance of the girls.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the current students as well as ex-students are satisfied with the daily time table of activities and following the timetable .All the students who have said that there is study hour and affirmed that they do follow the study hour.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In our context as the teachers are the best persons to give an opinion about curriculum they were asked whether they were satisfied with the curriculum or not.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,Are you aware of the New Education Policy (NEP) of 2020?,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Rajasthan it is only one girl who has reported of having done the cleaning of kitchen.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Parents who do not have access to NGOs or Anganwadi, which organise camps for filing the applications often seek help of cyber cafes who charge Rs.150-300 for the services.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The percentage of current students confirming the better status of furniture had been slightly lower than that concerned with ex- students.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",3.7 Learning Achievement Majority of schools rated the performance of EWS / DG students in comparison to other students as ‘similar’(Total 55%; Rural 60%; Urban 50%).,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Infrastructure and Facilities  It is important to have adequate and well maintained buildings.,Neutral
SSG-2022-report.pdf,Selection of Districts Recent IMIS database of all the villages with their household population was collected for each District of India to make comprehensive sampling frame.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Commander, CRPF, Golakganj Camp and then Addl.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 6.31 Distribution of teachers interviewed according to their qualifications Qualification State Madhya Pradesh Graduate Post graduate M.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The least of the three factors is reimbursed to schools through Khazane-2 software.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","An ideal Activity Based Learning (ABL) class room is a multi-age; multi-activity classroom, divided into six groups.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",• Non-submission of valid residence proof.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,This accreditation timeframe is five years.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(xi) The state has said that it is facing the constraints w.r.t finance.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",It begins generally on 15 January and the last date of submission of online application for admission is 15 February or the dates announce by the DoE.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",However 20% schools both in rural and urban area did not have ant separate bank account for reimbursements.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,17 percent of students were dissatisfied with the upkeep of the furniture.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," Editing of student profile, if needed, should be done at school level.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Child census is conducted and consolidated periodically and out of school children are mainstreamed through various interventions.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","DDE/PSB to conduct a training of 2 or more staff per District nominated by DDE at specified location, date and time.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In UP there is perfect linking with everyone passed outs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(vi) They have supplied the text books to all the students.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"In Rajasthan, all the 90 girls contacted are satisfied with the role of the warden.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Their awareness and their satisfaction about the facilities given were also obtained and it is seen all the 12 non-teaching staff selected are aware of the other facilities provided to the girls and are satisfied with the same.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"In contrast, education programs around health, nutrition, and reproductive health are less common.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Under the umbrella of complementary education programs, there is a strong focus on school gardens in 84% of the states, likely reflecting the guidelines issued by the Ministry of Education in 2019 for “School Nutrition Gardens”.",Oppose
SSG-2022-report.pdf,Dedicated staff7 for Solid & Liquid Waste Management was there in around 96.19% of the districts.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","40 CHAPTER 3 MADHYA PRADESH 3.1 Introduction 3.1.1Organisational set-up The Additional Chief Secretary, School Education Department is responsible for overall implementation of the RTE Act in the State.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It must be ensured that these materials are invariably be used in all the schools.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",In the majority of 75% schools (Rural 70% + Urban 80%) parents of the EWS students had to pay for uniforms; material for extra-curricular activities in 70% schools (Rural 100% + Urban 40%).,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Policy and management  The capacity of KGBVs should be increased as per the requirement of the block.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"As appropriate, policy makers may consider encouraging and incentivizing more diverse menus for the MDM scheme.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In three out of the six selected KGBVs the condition of health of the girls was said to What is done to maintain hygiene?,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is just four girls out of 30 who had said that they did not have interaction.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"In certain states, these scheme enhancements have been branded as separate state sub-schemes.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Newspapers and magazines are to be provided.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," About 70%, 65% and 20% schools in Delhi, MP and Karnataka faced some problem in receiving reimbursement funds.",Oppose
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Exceptions include Tamil Nadu, which maintains a separate and independent Department of Social Welfare and Nutritious Meal Program.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The present study presented a detailed analysis of the management system of the Kasturba Gandi Balika Vidyalaya (KGBV).,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,have been consolidated and presented below 50 .,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The girls have been asked during the course of the survey whether they have 140 attended any remedial classes or not.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Only one fourth of the 12 teachers interviewed feel that non-teaching assignments is a burden to teachers.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(xviii) Hard to reach groups and vulnerable girls required long term socio-psychological support to resume their schooling and join KGBV.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," In case of its non-availability at the time of submission of the application, the application can be submitted without it.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The apprehend un-certainty in this regard.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The schools in Delhi are required to submit the details of students admitted under EWS/DG category in online module using school ID & password at the specified link in the web portal of the DoE (www.edudel.nic.in).,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",It is important to note that the learning outcomes in schools depend equally on the method and practice of teaching especially as an academic subject or theatrical concept and the assessment system.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"International Journal of Current Research and Modern Education (IJCRME), 1(1), 244-249.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Practically no girl was associated with cleaning of the toilets, as only one girls reported that she has cleaned the toilets.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Whether the KGBV allows the parents to come and see the girls in the KGBV has been ascertained and it is seen that in all the six KGBVs in Chhattisgarh, the parents are allowed to visit the girls in schools.",Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"Public Opinion On The New Education Policy 2020 Journal for Educators, Teachers and Trainers, Vol.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","As per interaction with the stakeholders, the reasons for not admitting full 25 percent quota of admission are as follows:  Delay in admission process.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been ascertained from the KGBVs whether the girls leave for home during the holidays.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Additionally, in Delhi, some parents also did not want to send their children in schools.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,State Wise Findings 14-250 4.1 Assam 14-62 4.2 Chhattisgarh 62-104 4.3 Madhya Pradesh 105-152 4.4 Rajasthan 153-200 4.5 Uttar Pradesh 201-250 5.,Neutral
SSG-2022-report.pdf,vii. The village with the cumulative population nearest the number generated in the above step was the second sampled village.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"In nominal terms, the largest budget was seen in 2013-14.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Adequacy of infrastructure for learning There are some basic infrastructures required for proper learning.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," The school shall not ask for income certificate from those EWS category parents who submit copy of BPL/AAY/Food Security Card issued by Food and Civil Supply Department, GNCT of Delhi.",Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Now that KGBV facility is being extended up to 10th the problem may be mitigated to a great extent.,Oppose
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","As reported by Principals of some of the schools, most probable reasons for dropout of children admitted in schools are (i) migration of their parents; (ii) change of residence; Development and Research Services Pvt.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,An enquiry in this regard was made and the relevant information was obtained from the selected KGBVs It has been seen in Madhya Pradesh all the six selected KGBVs follow the KGBV norms.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"(Mridul Madhav Panditrao., & Minnu Mridul Panditrao 2020).",Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,The NEP 2020 aims at making “India a global knowledge superpower”.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Upon the announcement of the initial 21-day lockdown in India, the Government of India responded with an increased allocation of INR 17 billion to ensure the smooth distribution of mid-day meals even when schools were closed.",Neutral
SSG-2022-report.pdf,"Feedback from Citizens (350 Marks) 345.17 Citizen Feedback – Household, Web and Mobile App (150 Marks) 146.99 Citizen Feedback – Key Informant Interviews (150 Marks) 148.18 Citizen Feedback – % of Participation (50 Marks) 50 3.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","From this list, 2 districts with highest enrolment, 2 with moderate and 1 with lowest enrolment were selected.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Toilet facilities were found to be not sufficient in 10% schools in all.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The survey team has tried to find out from the girls contacted whether they are aware Awareness of the provision as per guideline of the scheme of the facilities to be given to them and the supplies to be made to them.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The text books must be supplied free of cost to all the students without exception.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Further, only less than 2.4% students per year left the school without Transfer Certificates during 2015-2018.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Additionally, they also sell application forms for admission in their premises for convenience of parents.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been further been probed whether the teachers in the selected KGBVs had undergone any training or not.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The groups are divided into teacher-supported groups and peer-supported groups.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Visits by Higher officials to KGBVs It has been enquired whether the selected KGBVs have been visited by the higher authorities in the last three years or not.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the thirty KGBVs selected were residential schools and all of them were functioning from their own buildings.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(ii) It would be good to have the hostel and the school in the same compound.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Rajasthan the posts are filled up as per Government norms through interviews.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, The public private partnership model needs to be adopted by all States in order to strengthen the interface between SSA and its partners.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has to be ensured that a doctor is invariably attached to every KGBV and every doctor attached to any KGBV visits the KGBV at the least once every 30/31 days.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Toilets and Bathrooms are dirty needs to repair boundary wall roof and walls Chindwara: Hostel rooms are not sufficient.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"148 In Madhya Pradesh, one fourth of the students were not satisfied with water for other purposes.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","4.7 Learning Achievement As per interaction with the government authorities at the state and district level, class wise learning outcomes of each subject are identified by the DSERT as per the directions of MHRD.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",At entry level their enrolment declined from highest of 952 in 2015 to lowest of Development & Research Services Pvt.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In each district one Block has been chosen.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,  What are the activities and vocational courses offered in the KGBV to make girls self-reliant?,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Table 3.14: Admissions in entry class in sample schools by gender under section 12(1) (C) of RTE Act 2009 (EWS/DG) from 2015 to 2018 in Rural Madhya Pradesh Year Admission taken Left Out (Without TC) Boys Girls TOTAL Boys Girls TOTAL No.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,GOI need to issue guidelines for adoption / support of KGBV by philanthropic / corporate groups.,Oppose
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,The maximum numbers of responses were collected from both the male and female respondents who are between age groups of 15-25 and 26-35.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, KGBVs coule not be compared with JNVs / NVdue to Different set of Objectives) 3.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Only about 17 percent have said that the quality is very good.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is essential that all the KGBV buildings are kept in a very good condition to provide a better atmosphere for the learning.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Ascertain whether o State Governments have accorded recognition to KGBV schools as regular residential upper primary schools.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Instructions have also been issued to Zones for maintaining records of dropout children.,Oppose
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","% Yes 5 50 2 20 7 35 No 5 50 8 80 13 65 Total 10 100.0 10 100.0 20 100.0 4.3 Enrolment in schools As per RTE Act, the Government must ensure compulsory admission, attendance and completion of elementary education by every child.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",List of items Distribution of schools Rural Urban Total No.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The money allotted may be fully utilised so that the scheme could be more and more effective.,Support
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf," Hostel – spaces provided for living room, cooking space, dining space, storage space, toilets, sports and recreational area, health facilities, rooms for staff and warden.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"All the 12 teachers interviewed have said that they discuss about behavioural adjustment of girls, co-curricular activities, regularity of girls and health of girls.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,o How does the state government view relevance and efficacy of KGBV schools and explore if they are running any similar programmes of their own funds.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",They are then required to download it and visit the nearby JAN SHIKSHA KENDRA to verify the facts submitted.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Lockdowns and other emergency measures have adversely affected the food supply and have led to gaps in food value chains, both public and private.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,About the Teacher’s job Lastly the teachers were asked about their job satisfaction and their satisfaction about the remuneration being received and whether they get their salary regularly.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"However, the honorarium of cooks-cum-helpers is INR 1,000 per month (approximately equal to USD 14 per month at the January 2021 exchange rate).",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However the hostels are to be made more attractive for the girls so that they may like to stay there to continue their learning and the teaching also could further improve to get the best satisfaction of all the students.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Bridge course KGBV admits drop outs and those who had no formal education earlier.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,183 Help in studies in hostels by teachers Normally hostels will have arrangements for helping the hostel students in their studies by teachers visiting the hostels at regular intervals.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is expected that they will be better groomed in the KGBVs in these resects.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Haryana has expanded the meal program beyond students to include out-of-school children as well, with teachers distributing dry foods and sanitation items to children at their homes (Hindustan Times 2020).",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the state governments must ensure that all the KGBVs do have all the necessary infrastructures.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the 60 current girls and 28 out of the 30 ex-students have attended the remedial classes and all of them found the same to be useful.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"The actual position in this regard in the selected KGBVs has been examined and it is seen in all the six selected KGBVs, all of the text books have been supplied to all the students.",Neutral
SSG-2022-report.pdf,State scores were calculated by taking average of the District scores of service level progress.,Support
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Financial Implications  Average amount per annum per child reimbursed to school was found to be Rs.19,176/-, Rs.4037/ - and Rs.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Manpower Adequate Manpower is one of the basic requirements for the success of the KGBV Scheme.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Unless all students in the first round get admission, subsequent process gets delayed further.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been seen that two third of the teachers in the six selected KGBVs in Madhya Pradesh had B.Ed Degree and the rest had no professional qualification.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Facilities other than food provided at KGBVs as ascertained from school in charges 209 It is seen that about 22 percent of the teacher’s posts are vacant.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, There is a need to create a cadre of teachers specially trained for teaching the girls of KGBVs.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"(2020) use data from 2003–2004, Jayaraman and Simroth (2015) use data from 2002– 2004, Singh et al.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,85 percent of the currently studying and 100 percent of the pass outs have said that they were able to get admission easily.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Moreover, data is not clear on the retention and learning outcomes of students enrolled under the said section.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Hostel All the KGBVs selected have got a hostel attached with it.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"In nearly three fourth of the KGBVs, the KGBV norms are followed in filling up the posts.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In all other cases the hostels were in the premises or near the premises.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",100 It is encouraging to note that implementation the provision of section 12(1) (c) of the RTE Act had very positive impact on the education of the EWS/DG students.,Support
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,None in Assam has reported about non availability of recreation facilities.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Generally the employees in the KGBVs are females only.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of New Admi ssion New Admission Under EWS/DG Category No.,Neutral
