policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,survey_report,NPEGEL Impact Study,official,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Madhya Pradesh,Indore,focus_group,FGD with Mothers,girl_student,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Rajasthan,Udaipur,survey_report,KGBV Field Evaluation,student,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Chhattisgarh,Raipur,citizen_interview,Interview – Community,NGO_rep,Reimbursement delays make implementation difficult.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,South Delhi,key_informant,Interview – Education Officer,student,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Tamil Nadu,Coimbatore,survey_report,NPEGEL Impact Study,investor,Menu is simple; children want more variety.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru Urban,survey_report,Swachh Bharat Survey,investor,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Coimbatore,citizen_interview,Interview – Student,parent,Reimbursement delays make implementation difficult.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Assam,Udalguri,key_informant,Interview – Education Officer,girl_student,Reimbursement delays make implementation difficult.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Tamil Nadu,Chennai,focus_group,FGD with Panchayat,girl_student,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,survey_report,KGBV Field Evaluation,investor,Mid-day meals increased attendance in our school.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Madhya Pradesh,Bhopal,focus_group,FGD with Girls,teacher,KGBV hostel allows girls from remote villages to continue education.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Karnataka,Mysuru,survey_report,KGBV Field Evaluation,citizen,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,survey_report,Survey – School Meals,girl_student,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Madhya Pradesh,Indore,citizen_interview,Interview – Parent,citizen,Some KGBVs need urgent repairs.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Assam,Udalguri,focus_group,FGD with SMC,girl_student,The scheme gives us a safe way to save for our daughters' education.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,South Delhi,focus_group,FGD with Girls,investor,The scheme is useful but more awareness camps are required.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Delhi,South Delhi,survey_report,Swachh Bharat Survey,girl_student,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,South Delhi,citizen_interview,Interview – Community,citizen,People have heard about NEP but details are unclear.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Rajasthan,Jaipur,citizen_interview,Interview – Community,teacher,People have accounts but many do not understand the conditions.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Chhattisgarh,Raipur,citizen_interview,Interview – Teacher,teacher,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Karnataka,Mysuru,key_informant,Interview – District Coordinator,citizen,"Infrastructure is inadequate, especially toilets and bathrooms.",Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,key_informant,Interview – Education Officer,citizen,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Karnataka,Bengaluru Urban,focus_group,FGD with Girls,girl_student,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Assam,Udalguri,key_informant,Interview – Education Officer,teacher,Reimbursement delays make implementation difficult.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Karnataka,Mysuru,survey_report,NPEGEL Impact Study,citizen,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Madhya Pradesh,Indore,key_informant,Interview – Education Officer,teacher,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Rajasthan,Udaipur,survey_report,Survey – School Meals,investor,Teachers attended training but behaviour has changed only slightly.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Assam,Udalguri,survey_report,Survey Report – RTE,investor,Results depend on funding and coordination.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Chhattisgarh,Raipur,key_informant,Interview – NGO Leader,girl_student,Reimbursement delays make implementation difficult.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Uttar Pradesh,Lucknow,citizen_interview,Interview – Community,investor,RTE opened the doors of good private schools for poor children.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Karnataka,Bengaluru Urban,focus_group,FGD with Girls,investor,Community mobilization meetings changed parents' attitudes.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Haryana,Rohtak,focus_group,FGD with Panchayat,girl_student,The programme is active only on paper in our cluster.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Mysuru,citizen_interview,Interview – Teacher,headmaster,NEP 2020 emphasizes critical thinking over rote learning.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Uttar Pradesh,Varanasi,key_informant,Interview – District Coordinator,investor,Cleanliness drive reduced open defecation in our village.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Chhattisgarh,Raipur,survey_report,Swachh Bharat Survey,parent,Life skills sessions should be more frequent.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,key_informant,Interview – District Coordinator,headmaster,People have heard about NEP but details are unclear.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Chhattisgarh,Raipur,citizen_interview,Interview – Teacher,student,Menu is simple; children want more variety.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Tamil Nadu,Coimbatore,key_informant,Interview – Education Officer,official,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Chhattisgarh,Raipur,survey_report,Survey Report – RTE,investor,Children from poor families depend on the meal for nutrition.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Haryana,Rohtak,citizen_interview,Interview – Teacher,citizen,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Delhi,New Delhi,citizen_interview,Interview – Teacher,parent,The programme is active only on paper in our cluster.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Karnataka,Mysuru,key_informant,Interview – District Coordinator,NGO_rep,Life skills sessions should be more frequent.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Haryana,Rohtak,citizen_interview,Interview – Student,girl_student,Children from poor families depend on the meal for nutrition.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,key_informant,Interview – Headmaster,student,Results depend on funding and coordination.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Chhattisgarh,Raipur,survey_report,Survey – School Meals,girl_student,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Chhattisgarh,Raipur,citizen_interview,Interview – Parent,citizen,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,focus_group,FGD with Girls,NGO_rep,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Madhya Pradesh,Indore,key_informant,Interview – Headmaster,investor,The programme is active only on paper in our cluster.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Uttar Pradesh,Varanasi,focus_group,FGD with Girls,official,Women report better dignity after toilets were built.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Madhya Pradesh,Indore,citizen_interview,Interview – Community,investor,Funds are not reaching remote habitations.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,focus_group,FGD with Panchayat,investor,The long lock-in period makes the scheme impractical for many families.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Rajasthan,Jaipur,key_informant,Interview – NGO Leader,citizen,Some KGBVs need urgent repairs.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Assam,Udalguri,key_informant,Interview – Education Officer,teacher,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Coimbatore,focus_group,FGD with SMC,citizen,Funds are not reaching remote habitations.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Assam,Udalguri,citizen_interview,Interview – Parent,official,NPEGEL helped tribal girls attend school more regularly.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Karnataka,Bengaluru Urban,key_informant,Interview – Headmaster,headmaster,Many toilets are unused due to water shortage.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,New Delhi,survey_report,Survey Report – RTE,NGO_rep,The long lock-in period makes the scheme impractical for many families.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,citizen_interview,Interview – Student,citizen,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Coimbatore,focus_group,FGD with Mothers,student,Flexible subject choices will help students.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Delhi,South Delhi,citizen_interview,Interview – Student,girl_student,Cleanliness drive reduced open defecation in our village.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Uttar Pradesh,Lucknow,focus_group,FGD with Girls,NGO_rep,NPEGEL helped tribal girls attend school more regularly.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Haryana,Rohtak,key_informant,Interview – District Coordinator,citizen,NEP 2020 emphasizes critical thinking over rote learning.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Uttar Pradesh,Lucknow,focus_group,FGD with SMC,headmaster,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Haryana,Rohtak,survey_report,KGBV Field Evaluation,citizen,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Uttar Pradesh,Varanasi,citizen_interview,Interview – Teacher,parent,People have accounts but many do not understand the conditions.,Neutral,Neutral
